x,y,color
0,0,#fcfefd
1,0,#fcfefd
2,0,#fcfefd
3,0,#fcfefd
4,0,#fcfefd
5,0,#fcfefd
6,0,#fdfefd
7,0,#fcfefd
8,0,#fcfefd
9,0,#fdfefe
10,0,#fdfefe
11,0,#fdfefe
12,0,#fdfffe
13,0,#fdfffe
14,0,#fdfefd
15,0,#fdfefd
16,0,#fdfffe
17,0,#fcfefd
18,0,#fcfefd
19,0,#fcfefd
20,0,#fcfefd
21,0,#fcfefd
22,0,#fcfeff
23,0,#fcfefd
24,0,#fcfefd
25,0,#fcfefd
26,0,#fcfefd
27,0,#fdfffe
28,0,#fcfefd
29,0,#fcfefd
30,0,#fcfefd
31,0,#fdfffe
32,0,#fdfffe
33,0,#fcfefd
34,0,#fcfefd
35,0,#fcfefd
36,0,#fdfffe
37,0,#fcfefd
38,0,#fcfefd
39,0,#fcfefd
40,0,#fcfefd
41,0,#fdfffe
42,0,#fcfefd
43,0,#fcfefd
44,0,#fcfefd
45,0,#fcfefd
46,0,#fcfefd
47,0,#fcfefd
48,0,#fcfefd
49,0,#fcfefd
50,0,#fdfffe
51,0,#fdfdfd
52,0,#fdfffe
53,0,#fdfdfd
54,0,#fdfdfd
55,0,#fdfdfd
56,0,#fdfdfd
57,0,#fdfdfd
58,0,#fdfdfd
59,0,#fdfffe
60,0,#fefffe
61,0,#fdfdfd
62,0,#fefefe
63,0,#fdfffe
64,0,#fdfefe
65,0,#fdfdfd
66,0,#fdfdfd
67,0,#fdfdfd
68,0,#fdfdfd
69,0,#fdfefd
70,0,#fdfdfd
71,0,#fdfdfd
72,0,#fdfdfd
73,0,#fdfffe
74,0,#fdfffe
75,0,#fdfdfd
76,0,#fdfdfd
77,0,#fdfdfd
78,0,#fdfdfd
79,0,#fdfdfd
80,0,#fdfdfd
81,0,#fdfdfd
82,0,#fdfdfd
83,0,#fdfdfd
84,0,#fcfefd
85,0,#fdfffe
86,0,#fdfffe
87,0,#fdfffe
88,0,#fdfffe
89,0,#fdfffe
90,0,#fdfffe
91,0,#fdfdfd
