x,y,color
0,0,#ffbd5a
1,0,#ffbc5a
2,0,#ffbd5a
3,0,#ffbd5a
4,0,#ffbd59
5,0,#ffbe59
6,0,#ffbd59
7,0,#ffbe5a
8,0,#ffbe59
9,0,#ffbe59
10,0,#ffbe59
11,0,#ffbd59
12,0,#ffbd59
13,0,#ffbd59
14,0,#ffbe5a
15,0,#ffbe5a
16,0,#ffbd59
17,0,#ffbd59
18,0,#ffbd5a
19,0,#ffbd5a
20,0,#ffbd5a
21,0,#ffbe5b
22,0,#ffbd5b
23,0,#ffbe5b
24,0,#ffbe5b
25,0,#ffbd5b
26,0,#ffbd5a
27,0,#ffbd5a
28,0,#ffbd5a
29,0,#ffbe5a
30,0,#febd5a
31,0,#febe5a
32,0,#ffbe5b
33,0,#febe5a
34,0,#febe5b
35,0,#ffbd5b
36,0,#ffbe5b
37,0,#febe5b
38,0,#febe5b
39,0,#febe5b
40,0,#febe5b
41,0,#febe5b
42,0,#febe5b
43,0,#ffbd5c
44,0,#ffbd5c
45,0,#febe5b
46,0,#ffbe5c
47,0,#ffbe5c
48,0,#ffbe5c
49,0,#ffbe5c
50,0,#ffbe5c
51,0,#ffbe5c
52,0,#ffbe5c
53,0,#ffbe5d
54,0,#ffbe5c
55,0,#ffbe5d
56,0,#ffbf5d
57,0,#ffbe5d
58,0,#ffbe5c
59,0,#ffbe5c
60,0,#ffbf5c
61,0,#ffbf5b
62,0,#ffbf5b
63,0,#ffbf5c
64,0,#ffbe5b
65,0,#ffbe5c
66,0,#ffbe5b
67,0,#ffbf5b
68,0,#ffbe5c
69,0,#ffbf5c
70,0,#ffbf5c
71,0,#ffbe5c
72,0,#febf5c
73,0,#ffbe5c
74,0,#ffbf5c
75,0,#ffbf5c
76,0,#ffbf5d
77,0,#febf5c
78,0,#febf5c
79,0,#ffbf5e
80,0,#ffc05d
81,0,#ffc05d
82,0,#ffc05d
83,0,#ffc05f
84,0,#ffc05f
85,0,#ffc05f
86,0,#ffc05f
87,0,#ffc05e
88,0,#ffc05e
89,0,#ffc05e
90,0,#ffc05f
91,0,#ffc05f
92,0,#ffc05f
93,0,#ffc05f
94,0,#ffc15f
95,0,#fec05f
96,0,#ffc05f
97,0,#fec15f
98,0,#fec15f
99,0,#ffc05f
100,0,#fec05f
101,0,#fec05f
102,0,#ffc15f
103,0,#ffc15f
104,0,#fec15e
105,0,#fec15f
106,0,#fec15f
107,0,#fec15f
108,0,#fec15e
109,0,#fec15e
110,0,#fec15d
111,0,#fec15d
112,0,#fec15e
113,0,#fec15e
114,0,#fec05d
115,0,#fec05d
116,0,#fec05d
117,0,#fec05d
118,0,#fec15d
119,0,#fec15d
120,0,#fec05d
121,0,#fec05d
122,0,#fec05d
123,0,#fec15e
124,0,#fec25f
125,0,#fec25f
126,0,#fec15f
127,0,#fec15f
128,0,#fec15f
129,0,#fec15f
130,0,#fec15f
131,0,#fec15f
132,0,#fec15f
133,0,#fec15f
134,0,#fec25f
135,0,#fec25f
136,0,#fec25f
137,0,#fec15f
138,0,#fec25f
139,0,#fec15f
140,0,#fec15f
141,0,#fec160
142,0,#fec260
143,0,#fec260
144,0,#fec25f
145,0,#fec25f
146,0,#fec260
147,0,#fec260
148,0,#fec260
149,0,#fec260
150,0,#fec260
151,0,#fec260
152,0,#fec260
153,0,#fec260
154,0,#fec160
155,0,#fec15f
156,0,#fec160
157,0,#fec160
158,0,#fec160
159,0,#fec160
160,0,#fec260
161,0,#fec160
162,0,#fec160
163,0,#fec160
164,0,#fec160
165,0,#fec25f
166,0,#fdc15e
167,0,#fdc15e
168,0,#fdc15f
169,0,#fec15f
170,0,#fec05f
171,0,#fec05f
172,0,#fec05f
173,0,#fdc05f
174,0,#fec05f
175,0,#fdc05f
176,0,#fec15f
177,0,#fdc05e
178,0,#fec15e
179,0,#fec15e
180,0,#fec25e
181,0,#fec25e
182,0,#fec25f
183,0,#fdc25e
184,0,#fec25e
185,0,#fec25f
186,0,#fdc25f
187,0,#fec25f
188,0,#fec25f
189,0,#fec15f
190,0,#fec25e
191,0,#fec25f
192,0,#fec25f
193,0,#fec25f
194,0,#fec25f
195,0,#fec25f
196,0,#fec25f
197,0,#fec25f
198,0,#fec25f
199,0,#fec25f
200,0,#fdc25f
201,0,#fdc25f
202,0,#fec260
203,0,#fec260
204,0,#fec25f
205,0,#fec15f
206,0,#fdc15f
207,0,#fdc15f
208,0,#fdc160
209,0,#fec160
210,0,#fdc160
211,0,#fdc160
212,0,#fdc25f
213,0,#fdc160
214,0,#fdc15f
215,0,#fdc25f
216,0,#fdc25f
217,0,#fcc25f
218,0,#fcc260
219,0,#fcc260
220,0,#fcc361
221,0,#fcc360
222,0,#fcc361
223,0,#fcc361
224,0,#fdc360
225,0,#fdc361
226,0,#fcc360
227,0,#fcc460
228,0,#fcc460
229,0,#fcc462
230,0,#fcc461
231,0,#fcc462
232,0,#fcc462
233,0,#fbc462
234,0,#fcc563
235,0,#fcc563
236,0,#fac561
237,0,#fbc563
238,0,#fbc563
239,0,#fbc663
240,0,#fbc664
241,0,#fac763
242,0,#fac764
243,0,#fac864
244,0,#fac765
245,0,#fac866
246,0,#fac868
247,0,#fbc969
248,0,#fac867
249,0,#fac867
250,0,#fac866
251,0,#fac867
252,0,#fac967
253,0,#fac967
254,0,#f9ca68
255,0,#fac968
256,0,#f9c968
257,0,#f9ca68
258,0,#f9cb69
259,0,#facb6b
260,0,#f9cb69
261,0,#f8cb6a
262,0,#f9cb6a
263,0,#f9cb6a
264,0,#f8cb6a
265,0,#f9cc6a
266,0,#f8cb6a
267,0,#f8cc6a
268,0,#f8cc6a
269,0,#f7cc6a
270,0,#f7cd6a
271,0,#f8cd6b
272,0,#f7ce6c
273,0,#f7cd6c
274,0,#f7cd6c
275,0,#f7ce6c
276,0,#f7ce6e
277,0,#f7cd6c
278,0,#f7cd6b
279,0,#f7ce6c
280,0,#f8ce6c
281,0,#f7cd6c
282,0,#f7ce6d
283,0,#f7ce6c
284,0,#f7ce6e
285,0,#f8cf6e
286,0,#f7ce6d
287,0,#f7cf6d
